Movie Name,Storyline
Irani,"'IRANI' is a Tamil movie about an Indian spy, searches for his wife and kid in the remote mountain jungles of Sri Lanka. Are they alive, or have they aged and become unrecognizable? Rest is the story."
Haunted by Her Name,"When a young nomad begins the journey home from his ex-girlfriend's funeral, he finds himself desperately trying to escape increasingly real visions of her vengeful ghost."
Mai Martaba,Rival forces clash for the throne of the ancient kingdom of Jallaba.
Lenaki: Dyo foties kai dyo katares,"The forgotten case of the arson of an ancestral tower in Peloponnese, Greece, comes to light with the discovery of a manuscript. The interreligious romance between Eleni and Elmaz-aga, close to the 1821 uprising against the Ottomans, and a parental curse, haunt the history of the family and of the village alike. The folk song of Eleni leads to the awakening of a past that resembles a fairytale."
Saucedo,Follows boxer Alex Saucedo and his journey to find a new purpose after a career-ending brain injury.
Pirates & Slaves,Drama documentary based on the latest discovery of a 16th Century sailing shipwreck found close to Malta by an underwater research team led by maritime archaeologist Timmy Gambin.
How to Train a Princess,"After learning she has been dating a prince, she must now be trained to become a princess by the royals. Can she go from rags to riches?"
Kayla's Kin,"She is very ambitious and does not believe in love. She is firm and not easily approachable. She turned out that way when she found out that her father, Chief Dudu, a respectable man of the society by day, abandoned her mother and her."
To the camp - Special squad,"The wealthy Ferdinand orders his assistant Bagrat and his son Tatul to kidnap his accountant's daughter, Ani, because the accountant Artashes is going to testify against Ferdinand in court, after which all his dark deeds will be revealed. Knowing about the villains' plans, one of the policemen, Tatev, who used to be the camp's squad leader, hides Ani in the camp, where Ani is enrolled in the camp's SPECIAL SQUAD to participate in inter-camp competitions."
The Notebook,"In the aftermath of her father's enigmatic death, a respected doctor unveils his covert ties to a secret occult group, endangering not only her family but also her career."
My Fake Celebrity Boyfriend,"Deba, Nollywood's bad boy, and Kome, a struggling fashion designer enter a fake relationship to boost Deba's image but it begins to turn real as Deba falls for Kome."
Kage & Celeste,"In a kingdom, far, far away from Earth; humans inhabit another planet. Celeste is a twelve-year-old orphan girl, Kage is the son of an old Hag, and Narcissa and Waylon are two childless adults (or so they think). What will happen when Celeste and Kage escape their hiding spots on the same night? What will the Hag do when she finds out that Narcissa and Waylon disregarded her advice?"
Idol: The April Boy Regino Story,"Take a journey into the life of April Boy Regino, one of the Philippines' most beloved music icons. Idol: The April Boy Regino Story chronicles his rise to fame, his struggles, and the lasting impact he left on the music industry. This biographical film is packed with memorable moments, featuring renditions of his greatest hits and heartfelt tributes to his legacy. Fans of OPM (Original Pilipino Music) will find this story inspiring and nostalgic, while newcomers will discover the magic of April Boy's music."
The Inspector,"When ruthless mob inspector Max Parker holds employees of a crime bar hostage in search of a mole, Jess must find an escape before it's too late."
The Return of the Great God Pan,A baby of mysterious origin disrupts the lives of a troubled suburban couple and brings a renegade priest and a Pagan cult into a conflict that threatens to end the Christian era. Who will emerge victorious?
Something About You,"Eva and Edward love one another, but can they get past the complications of how they first meet and survive being the alien in the other's home? A tale of modern love, this zero-budget indie film provides a slow-burn squeeze at the heart."
Redemption: Salvage Yard Shine Boys,
O nomos tou Merfy,"Mary Alice, a failed actress in search of big roles, after a fatal (or almost) accident, gets thrust into a reality where she is called to play all the possible parts that life could have given her if she had made different choices. Has she passed out, died or is she dreaming? Trying to understand what is happening to her and also trying to find her way out to her real life, Mary Alice finds herself trying to fit into roles that others seem to have designed for her. But who are the people designing these parts? Who is designing her own life and what is the role that would truly fit her? Most importantly: does she want to go back? Is there something she loves about her life? In a journey of self-discovery, with many twists and turns, Mary - Alice will be confronted with herself and will be asked to answer the essential question: ""To be or not to be?"" Ultimately, who is Mary Alice truly, and how can she find her way back to life?"
Just a Minute,"A young man struggles with a personal health problem, and goes out of his way looking for a cure and save his love life in this hilarious romantic drama. A movie with clean, situational comedy, light hearted drama and good music."
"I Am the River, the River Is Me","Māori tribal leader Ned Tapa takes a group of friends and family on a canoe trip down the Whanganui River in Aotearoa/New Zealand, the first river in the world recognized as a legal person."
Blackest Darkness,"A desperate man trying to get home to his wife gets mistaken as the ""drill"" man for a bank heist. Every moment takes him deeper into a dark abyss with no end."
The Perfect Mother,A resilient mother escapes prison to reclaim her son and confront those who betrayed her
Hunter of the Night,"When 5 friends accidentally stumble upon a man with a deranged PROMISE, they start to realize this college get away is a deadly trap. Is a rescue, really a rescue, if the PROMISE isn't kept. Be Frightened."
First Rites,A mafia family becomes the target of dirty cops during a mob war.
Bye Bye Kitty,"Eric O'Bannon ventures on a road trip in an attempt to prove to everyone that he's still got it. With the help of a talented, yet troubled teen and an eccentric drifter, they maneuver through the paranormal, mixing lessons in life with hysterical outcomes."
Cowboy Dreams,"When tough-as-nails New York executive Willow Barnes returns to her family ranch after her father's unexpected death, she plans to settle his affairs quickly and get back to the city. But nothing goes as planned. The ranch is in debt, half of it now belongs to her ex-boyfriend Jasper, and a charming ranch hand named Bo keeps turning up at the wrong time. Caught between the life she built and the one she ran from, Willow has to face old wounds, new feelings, and a future that looks nothing like she expected. A heartfelt romantic comedy about finding purpose, healing old wounds, and remembering that some dreams are worth chasing."
Me and the Dragon's Daughter,"Fueled by his need to protect those he loves and haunted by the breach of a century long code, Sean Kilpatrick, joins forces with an unlikely ally in order to take down the most dangerous man in the world, The Dragon."
Coastal,Neil Young's coastal solo tour as he performs rare songs in stunning theaters.
Home is the Ocean,"What if you could live your dream and sail the world while saving it at the same time? For a Swiss family of 8, this is not just a mere fantasy, but reality. 20 years ago, the parents set sail to raise awareness about climate change, conduct field-based research in the world's most remote regions and inspire youth to save our planet. The filmmaker accompanied the family for seven years and documented against the backdrop of breathtaking landscapes how the Schwörer's, with six children in tow, are challenging conventional norms of education, home, safety, and relationships. Until a storm forces them to rethink their life choices and family set-up."
3 Obás de Xangô,"Three legendary artists - Jorge Amado, Dorival Caymmi, and Carybé - bonded over their shared love of Bahia, capturing its soul through literature, music, and art. Their works shaped the region's cultural identity and continue to inspire."
Don Dukun,"Don Arif who is an extraordinary shaman and comes from a lineage of famous shaman. As a social media 'influencer', he often thinks of new ways to gain popularity. With the help of Jaafar, his senior assistant, they managed to 'cure' a woman who was possessed while the Shaman Convention was going on. The ceremony then went viral and since then Don Arif has become famous. So began a new journey of his life with a high demand to use his services."
Laberinto de sombras,"Elena was left blind after an accident and now lives alone in an old family house. The arrival of two strangers along with the appearance of mysterious supernatural forces, will turn the house into a dangerous labyrinth."
Lek Asavi Tar Ashi,A young girl stirs trouble in the life of rich parents with three spoiled sons and daughter-in-laws.
Maaya Ka Moh,"Maaya and Mohit chose each other for love but life chose something else entirely different for them. Soulmates at heart but destined to stay apart, will they come together or is love just an illusion."
Deadline,The steel workers' strong will to prevent a huge typhoon Hinnamno that hit the Pohang Steel Works and the fierce struggle to overcome the crisis.
Bisi-Bisi Ice-Cream,"A mysterious woman walks into the life of a depressed, heartbroken, lovelorn and ailing cab driver. She is both a cure for his miseries and an inception to many adventures."
Rangasamudra,"In rural Karnataka an arrogant rich man publicly insults a beloved elder musician. The old man's grandson defiantly vows to teach him to drive, striving to restore his grandfather's dignity"
Trikanya,"A sweeping anthology film about love, lust and sacrifice."
Pyar Ke Do Naam,"Two strangers, Kaira and Aryan, cross paths and bond over their differing ideologies about life and love, leading to an unconventional relationship."
IVE: The 1st World Tour in Cinema,"K-pop sensation IVE brings their first world tour ""SHOW WHAT I HAVE"" to theaters. Seoul encore featuring hit performances, member interviews, and backstage moments from their global journey."
Hacking at Leaves,"Hacking at Leaves documents artist and hazmat-suit aficionado Johannes Grenzfurthner as he attempts to come to terms with the United States' colonial past, Navajo tribal history, and the hacker movement. The story hones in on a small tinker space in Durango, Colorado, that made significant contributions to worldwide COVID relief efforts. But things go awry when Uncle Sam interferes with the film's production."
So Surreal: Behind the Masks,The storied journey of Indigenous masks and their profound impact on one of the most iconic art movements of all time.
Mugaritz. Sin pan ni postre,"Inside the avant-garde kitchen of San Sebastian's Mugaritz, Paco Plaza's lens reveal the off-season innovation as chefs craft experimental dishes."
The Rise and Rise of the UFC,"An in-depth look at the world's biggest MMA organisation, the UFC. With international stars like, Leon Edwards, Tom Aspinall and Ilia Topuria, we look at how the company grew from an idea to a $21 billion enterprise"
Bhera,"Bhera is a deeply moving story of loneliness, love, and quiet strength. Anibai spends her days in a remote village, surrounded by silence, while carrying the weight of unspoken emotions. Suresh, lost in the noise of the city, struggles to find a place where he truly belongs. And Vishnu, a deaf orphan, faces a world that looks past him, forcing him to fight for every ounce of understanding. As their lives unfold across the rural landscapes of Kokan, their paths intertwine in unexpected ways, revealing a bond that goes beyond words-a connection of care, compassion, and the kind of love that feels like home. With breathtaking visuals and raw emotion, Bhera reminds us that the most profound connections don't always need words they just need to be felt.."
Balinanin Bilgisi,"A pregnant woman, isolated in her village for defying the order established by the headman, sets out to discover her own power with the help of nature."
Out of Breath,"An Igbo elder, must challenge custom as he attempts to stop the ancient tradition of burying elders with their servants, putting his own life on the line and risk, for his own servant, the very evil that he is trying to stop."
"Karuara, People of the River",A Vibrant hand-painted animation brings whimsical Karuara spirits to life in Peru's Amazon. Their mission: maintain the Marañón River's ecological balance as the Kukama people fight for the river's legal personhood.
Oru Thavaru Seidhal,
Thank God for the Gift,"'Thank God for the Gift' tells the story of Jan Hoet, one of the most striking figures from recent Belgium art history."
L'orizzonte chiuso,"The original Italian title is 'Per un Nuovo Domani'. It's the forgotten story of a group of non-Italian Jews, who had fled to Italy from Nazi occupied countries in Europe, who were forced to migrate to a small place in Tuscany, 'Castelnuovo di Garfagnana', when the 'racial laws' were passed by the fascist government, following the German rules against the Jews. Theirs was a secluded and difficult life, but still a bearable life until the fall of the Mussolini government. When the Republic of Salò was created in the northern areas of Italy, after the September 8th, 1943, armistice with the Allied Armies, who had landed in the Sicily island in the month of July of the same year, the life of the small Jews community turned to the bad. Some of them ran away, but most of them didn't and were abducted to German concentration camps, where they lost their lives. The whole movie is made of a medley of real 20th century footage along with scenes that were shot with actors, playing the main roles. It's worth watching. It's an 8 points movie in my opinion."
Sach Ki Jeet,Sach Ki Jeet depicts the importance of truth and law and the movie revolves around the dispute over land and conflict among people.
Tike Tike Achinha Tu,
MAKKA: Cinn-i Azap,
Blood Suckaz,
Haunting Call,
Shinbi's Haunted House Special: The Red-Eyed Grim Reaper,
"Blood, Guts and Sunshine 2: The History of Horror Made in Florida","Delve into the heart of Florida's vibrant independent horror film scene with this electrifying documentary. 'Sunshine, Snakes, and Summer Screams' offers a riveting exploration of the Sunshine State's unique contribution to horror cinema since the dawn of filmmaking. Packed with exclusive interviews, exploitation elements, and never-before-seen footage, this sequel is a treasure trove of cinematic madness. From the depths of cult horror to mainstream terror, discover both new and classic films that have shaped this thrilling genre. A must-watch for cult horror enthusiasts, this documentary unveils the untold stories and behind-the-scenes magic of Florida's horror film legacy."
In Iove with my class teacher,
Sipi Pelle TV-starana,
The Family Vietgone,"Throughout his career, playwright turned filmmaker Qui Nguyen has explored the narrative of his family in acclaimed plays like Vietgone, Poor Yella Rednecks, and The Inexplicable Redemption of Agent G. These shows, based on the compelling journeys of his parents and his brother to America and infused with Qui's deep love of 80s and 90s pop culture, have gone on to be produced worldwide, featuring a host of Asian America's top talents. With The Family Vietgone, his first (and most likely only) foray into documentary filmmaking, Qui turns the spotlight onto the very individuals who inspire his work, granting audiences the chance to directly encounter his family as they articulate their own remarkable stories of courage, love, and resilience."
The Dawn is Too Far: Stories of Iranian-American Life,"The Dawn is Too Far shares multigenerational stories of Iranians who came to the U.S. as students, refugees and exiles before and after the 1979 Iranian Revolution, and charts the history of Iranian Americans in the San Francisco Bay Area."
The Homecoming,
Çam Yarmasi 2,
Rojbash,"Kemal, who has dedicated his years to the Kurdish theatre, begins to huddle all of his team members spreading now all over the world together to re-stage the play called 'Rojbash', which they put on the stage 25 years ago."
Santhosha Sangeetha,"Rival entrepreneurs Santhosha and Sangeetha clash over tenders and projects while struggling for business growth. Amid challenges, competition, and love, their personal and professional lives collide in this dramatic tale."
RUNN,"A heartfelt portrayal of Nedd Brockmann's, extraordinary mission to make a difference. As he runs across Australia raising money for homelessness, we witness Nedd's humour, grit, and humanity."
Earlybird,"A desperate artistic director aims to revive his struggling theater with off-the-wall stage productions, all the while losing sight of why he chose this life in the first place."
Relentless Memory,Indigenous Mapuche activist and researcher explores the silenced history of atrocities against her ancestors over a century ago.
Emo Valley,"A foster care survivor, living in the streets of Phoenix, Arizona; Is being stalked by an individual from social media."
Storm Cell,Storm Cell is about life in the county jail. The film showcases the harsh and brutal reality of lock up. Where your number one goal is survival. 7 men are placed in a holding cell in the county jail. But only 6 exit.
Entabeni,"An uncircumcised young boy from a traditional family is told he will be undergoing the traditional initiation and circumcision to become a man, he begins a viral campaign to try save his manhood from what he considers an outdated custom."
Chalti Rahe Zindagi,"Krishna explores Arjun's wife's infidelity with Aru's husband, Sushma's financial strain on Krishna, and generational clashes between Leela, Naina, and Siya during lockdown. Characters face adversities, testing their perseverance."
Tu madre o la mía,"Mothers wage a war of wills to control their children's wedding plans: Carmen uses emotional blackmail while Catalina employs her connections, leading to an epic battle."
Dua Surga Dalam Cintaku,"Arham has a little friend named Husna in his hometown in Bogor. Even though they secretly love each other, their relationship is revealed, and their love story continues down the aisle. However, Husna had an acute illness, namely brain cancer, and was given a life sentence that would not last long. Arham, with firm determination, promised to accompany Husna until the end of her life. Even though Husna and his family encouraged Arham to continue his education, Arham reluctantly decided to move on and separate from his beloved wife in order to complete his studies. On the other hand, Zilka, a young woman who has fallen into a dark world, tries to migrate to the right path. He needs someone who can be a guide in his new life. Meeting Arham gave Zilka hope, because Arham was considered a figure who could hopefully guide her to a better life."
L'évangile de la révolution,"During the Cold War, Latin American clergy risked their lives by joining the poor's struggle against oppression, defying both military regimes and church hierarchy with their radical commitment to social justice."
Supply Side Jesus,"Jesus Christ returns, and for his second coming, he's running for congress. Jesus finds a tough time learning what it means to be a Republican politician in the 21st century. But with guidance by his conniving campaign manager and a less-than-stellar campaign staff, Jesus picks it up quick enough. And we watch him become lost in it."
The Winning Ticket,Be careful what you wish for in this movie. A happy family lives simply when their youngest daughter prays for them to win the lotto. Their lives drastically change when they do.
Click,Revolves around children's mindset when they are mistreated by their parents.
Kale Lagan Chhe!?!,"The journey of an 'Annoyed Ayush' makes him meet a Gunned Girl, Ishika' on his way to Diu, where mysterious revelations oblige him to change his original plan and each twist brings hilarious turns."
13 Lentes De Um Final Feliz (Documentário Completo),
Khusma,
The Hutong Cowboy,"Taxi driver Zhang Beijing was devastated at his son's wedding, and met single mother Li Xiaoqin. By chance, he became an influencer, and his sudden fame unexpectedly allowed him to gain everything he wanted."
A Place Under the Sun,"Shot on iPhone 14 Pro Max, three best friends host a farewell barbecue before starting new chapters in their lives. The celebration quickly unravels when an uninvited stranger arrives, triggering unexpected revelations and hidden secrets."
Uyir Thamizhukku,"Conspiracy and betrayals engulf veteran politician. Challenged to unravel truth, protect career and reputation. Employing intellect and allies, secrets emerge as he pursues justice, overcoming obstacles in this riveting political thriller."
Supersiostry,A teenager finds herself being pursued by the military after she discovers she can manipulate gravity.
Coronation Girls,"In 1953, 50 young Canadian women traveled to London for Queen Elizabeth II's Coronation, filled with excitement and hope. Decades later, they reunite to retrace their journey, reflecting on its lasting impact."
Moloka'i Bound,
Gambling with the Devil,"Dori is a retiree who spends her days drinking mate and playing lottery with Claudia, the woman who helps her clean her house. One day, she is unpleasantly surprised to learn that her neighbor Alicia has suddenly died. Overwhelmed by financial problems, Claudia tells Dori about Necromancy, the ritual by which one can consult the dead about the future. Dori agrees to this practice, thinking that her financial problems will soon be solved. But what she doesn't know is that desecrating the sleep of the dead can have terrifying consequences."
Reeza GTR,"Reeza, a young man with a big heart, is on the verge of achieving his dreams. When he meets the beautiful Myra hiding in the trunk of his car, his life turns chaotic and is never the same again as she is on the run from mysterious persons."
Un viaggio per incontrare Mimì,
Yugodrom,"Three friends, Alisa, Pavle, and Crvena, run YUGODROM, a hostel celebrating Yugoslav nostalgia. When a successful hotelier, Vuk, offers to buy the brand, they face a dilemma between financial stability and preserving their utopian dream."
The Hellper,"A contemporary horror/chiller feature film set in Hong Kong. THE HELLPER is a story of vengeance, as a young Filipino maid takes work with an ex-pat family to exact a supernatural revenge."
Naima,"Naima, a spirited and charismatic 46-year-old Venezuelan, has lived in poverty in Basel for almost twenty years. Despite her South American marketing degree, she struggles to survive in the low-wage sector. Her two children have long been living with her Swiss ex-husband, and she sees them only sporadically. When Naima loses her job again, she decides to fight for training at the employment office - she wants to finally gain a foothold in society. With the support of her circle of friends and government agencies, Naima is able to secure an apprenticeship to become a nurse. At the same time, her 17-year-old son Luke announces his intention to move into her small apartment. He is undergoing gender reassignment and wants a change of scenery. Naima is challenged and highly motivated to face these challenges. However, happiness is fragile. During her first internship, she is confronted with the harsh realities of nursing. Patients appreciate her warmth, humour and meaningful conversations, but professionally she is criticised for being too emotionally involved. At home, her son often reacts with incomprehension to her mentality, and she increasingly feels relegated into the role of an outsider. The pressure in the internship grows, and when she learns that she has failed the internship, Naima's world collapses. Her last chance to establish herself seems to be slipping away, and she threatens to fall back into the same depression she experienced when her marriage broke up and she was left alone with her children in a foreign country. But this time, Naima seeks help - both her boyfriend and a union lawyer encourage her to appeal, and Naima begins her toughest fight ever: to stand up for herself. Naima wins the appeal and is granted a pass retroactively. However, the wound of experienced discrimination remains. Entering the next internship with great uncertainty and trying not to stand out, this time she is valued by the team and passes her internship. At the grand diploma ceremony of her class, friends, family, and companions gather. Naima dazzles in a sexy South American-style orange cocktail dress and basks in the glow. After the party, Luke shyly pulls her aside and performs a self-composed rap, expressing his admiration and love for his mother."
Chal Halla Bol,"When a Dalit boy and girl become victims of brutal discrimination and false charges, their lives are shattered by a corrupt and caste-driven system. Branded as criminals without evidence, they are silenced, threatened, and pushed to surrender. Refusing to accept injustice, they unite with a fearless rebel lawyer who challenges the powerful forces behind their suffering. What begins as a plea for basic rights turns into a bold and explosive battle for dignity and truth. Together, they rise against humiliation, corruption, and caste bias. Their fight becomes a voice for everyone who is denied justice... a revolution that begins with two ordinary victims and a lawyer who refuses to bow."
Koutkekout,
"À l'école de l'universel: Germaine Le Goff, l'histoire d'une pionnière","The story of a pioneer, Germaine Le Goff (1891-1986). After World War I, the Breton teacher left Douarnenez for adventure, with a journey that led her to Senegal. In 1938, she founded and directed a teacher training college in Rufisque, near Dakar, the first for primary school teachers in Africa."
Mariam,Mariam's passion for education is hampered by the ethno-religious constraints in her immediate society. A certain visitor on national assignment offers her an escape.
Home & Away,
Surviving Sunset an Actor's Hollywood journey.,"Surviving Sunset is the story of an actor, who fights back against the odds by overcoming his own fears and creating his own path to Hollywood, documenting his journey along the way. He meets other actors who share their own fears and insecurities with him, helping help him to understand his own journey better and inspire others to do the same."""
African Giants,"Over a weekend visit in Los Angeles, two first-generation Sierra Leonean American brothers navigate the changing dynamics of brotherhood after a surprise announcement."
The Lost Mausoleum,"During the Huaxia period, bandits flooded the area. The expedition team found the ""Record of Driving Dragons"" and safeguarded it. Years later, Gao Yingying, whose father was poisoned by snake venom, was accompanied by Xuan Er and Xuan San."
When the Withered Leaf Awakens,When The Withered Leaf Awaken is a story about people who walk through life without recognizing the consequences of their actions.
Teacher's Pet,"When a dog wants to be a boy after watching Pinocchio, he meets a mad scientist who steals his mind. Now his owner, a lizard, and a parrot have to go into the timelines to give him pizza and save him."
The Devil and Red Wine,"Secrets, lies, and temptation push a married couple to the brink. When vows are tested, you learn just how far one will go for their happily ever after."
Eyes Don't Lie,"Pop star Peetey Weestro struggles with his dark side while climbing the charts with back to back hit records. Realizing that he loves killing just as much as he loves creating music, an inner battle ensues. EYES DONT LIE is the first film of its kind."
National Theatre at Home: The Hot Wing King,"It's summertime in Memphis, Tennessee and the annual Hot Wing Contest is about to roll through. Cordell has his sights set on the crown this year, with the support of his partner Dwayne and friends, Isom and Big Charles. Together, they are The New Wing Order, and they're serving wings worthy of 'kangs'. Cordell's culinary crew are getting ready to fire up his new mouth-watering 'finna-be first-place' recipe, when the arrival of an unexpected guest throws some extra heat up in the kitchen on prep night. As the temperature rises and the sauce boils over, it seems a first-place trophy and a grand cash prize aren't the only things Cordell risks losing. Can he take the heat, or will he have to get out the kitchen?"
Grounded II: Making the Last of Us Part II,"Learn directly from the team at Naughty Dog about what it took to bring the acclaimed sequel The Last of Us Part II to life, with a new behind-the-scenes look at development."
The West Sky,"The story of Asman Gharb deals with the early days of the war and the role of Ali Akbar Shiroudi. In this movie starring Milad K. Maram, Ali Akbar Shiroudi's personality and lofty thinking are well displayed."
Just Now Jeffrey,"Teenage Jeffrey in South Africa aims to lose his virginity before graduating amidst Apartheid, love, politics, and rugby violence."
Little Empty Boxes,"Filmmaker Max Lugavere leaves the Hollywood life to return home to help his mother Kathy find answers for her mysterious illness. Along the way, he documents her progression - the beautiful, the heartbreaking and the hopeful."
Underground Orange,A Californian backpacker becomes entangled in a polyamorous relationship with a gang of young actors who plot to kidnap the US Ambassador to Argentina.
Jíkuri,"The life of Rayenari, a Tarahumara native in northern Mexico, will suddenly change with the visit of a strange poet called Antonin Artaud."
October 7 - Al Jazeera Investigations,"Hamas's incursion into Israel on October 7 transformed the politics of the Middle East. Al Jazeera's Investigative Unit (I-Unit) has carried out a forensic analysis of the events of that day - examining seven hours of footage from CCTV, dashcams, personal phones and headcams of dead Hamas fighters, and drawing up a comprehensive list of those killed. In October 7, the I-Unit reveals widespread human rights abuses by Hamas fighters and others who followed them through the fence from Gaza into Israel. But the investigation also found that many of the worst stories that came out in the days following the attack were false. This was especially true of atrocities that were used repeatedly by politicians in Israel and the West to justify the ferocity of the bombardment of the Gaza Strip, such as the mass killing of babies and allegations of widespread and systematic rape."
"Little, Big, and Far",Karl and his physicist wife explore the vastness of the universe and humanity's existential crisis while reckoning with scientific truth.
Tell Them About Us,"Seven Arab, Kurdish, and Roma teen girls navigate adolescence in East German Eberswalde. New to the area, they face typical teen challenges plus complexities of being immigrants and refugees."
No Such Person,"Amber rented a room from the flat owner Ray. In the name of renting out space capsules, Ray actually sold the tenants' ID to investment firm for a profit, while the firm used the ID to set up fake accounts to manipulate the stock market."
Obscura,A CIA special operations team out on demolition maneuvers collide with a bad ass biker club and must join alliances to try and survive against a creature of unknown origins.
Near Miss,"Jim marries his first interested partner but after her departure, his friends push him into dating apps where he unexpectedly falls for the second person who showed interest."
Doka,"A young nurse saves a little girl from a deadly conflict zone, then soon finds herself in the center of the conflict."
Baldiga: Unlocked Heart,"Using diary excerpts, photographs and memories from companions, the film paints the portrait of the artist Jürgen Baldiga who sensitively and authentically captured the West Berlin queer scene of the 1980s and early 1990s with his camera."
Fanatics,"When fans worship actors as deities, devotion turns dangerous, leading to emotional turmoil and tragedies amplified by social media rivalries."
Mirg,"The journey of Anil, an obedient boy, is changed after an event and bond with a colleague alters his worldview."
Una vita da sogno: L'abbaglio,One day the famous actor Johnny Light bumps into Nicola's restaurant and life in Puglia. They become friends and Johnny who falls in love with Nicola's cuisine invite him to move to LA and become partners but do dreams have an expire date?
"Le Temple d'Hatchepsout, Reine d'Egypte",
Deep Purple - Access All Areas,
Sorority Girl Massacre: Ritual Examination,A mysterious masked figure performs a ritual examination on a group of sorority girls who end up in an abandoned medical facility in the woods.
"Beyond Bizarre, the life & art of John Willie","Iconoclastic and endearing, John Willie, sometimes nicknamed the ""Rembrandt of the Pulp"", is the creator of Bizarre magazine and Gwendoline, the mythical high-heeled damsel in distress. A brilliant artist, he was, and remains, the world's greatest bondage and fetish drawer. A free spirit, he was also - and this is less well known - a fervent defender of sexual freedom. This film invites you to discover his work and meet the man whose incredible life, talent and modernity continue to influence many artists and creators."
Piya Pardesiya,
Qui perdra son job,
Gangster on the Run,
Dystopia,
Arrive Alive,
Alien Desert Legend,"In the summer of 1947, a mysterious event in the remote desert of New Mexico sparked one of the most enduring enigmas of the 20th century. The U.S. military initially announced the recovery of a ""flying disc,"" a claim that ignited public excitement and speculation about extraterrestrial life. But within hours, the military issued a surprising retraction, stating that the wreckage was merely a weather balloon. This swift reversal raised immediate questions: Why would the military first confirm the discovery of a UFO, only to deny it so quickly? The conflicting statements only deepened the mystery and fueled widespread suspicion that something far more extraordinary had taken place. Was the government hiding the truth about what crashed in Roswell, or was there a more conventional explanation? Decades later, the debate continues, with the question of what really happened in the desert still unanswered."
Father Ryan - A Higher Call,"In the summer of 1878, refugees from the Memphis epidemic came to Chattanooga to escape the ravages of yellow fever. Within two days, the first victims died. 12,000 townspeople fled to the mountains surrounding Chattanooga leaving behind those without means, the infirm and the elderly. A few brave citizens decided to stay behind to help the sick and dying. One of these was Fr. Patrick Ryan of Saints Peter and Paul Catholic Church. He converted one of the church buildings into a makeshift hospital and tirelessly made the rounds to the sick and dying until he himself succumbed to the disease."
Pizzodyssey,
Eudaimonia,A young artist with telepathic abilities searches for connection and meaning in a world of her own eccentric design.
Slasher Fetish,
8 Confessions in Los Angeles,
Midnight Movie,
RB&O Live: Alice's Adventures in Wonderland,"Ballet. At a party, Victorian teenager Alice (Francesca Hayward) receives a book from friend Lewis Carroll. Mother rejects Alice's growing love for gardener Jack (William Bracewell) Distraught, the girl dreams herself into Carroll's book."
Ecosophia,Some of the wisest ecological minds come together for an honest appraisal of our civilization without greenwash.
The Emancipation of Miss Millie,"The story is about a slave owners' life as a wife to a plantation owner, that has been fortunate to inherit another plantation from his father. The family now owns two plantations and the demands are high. During his time running the plantations he has been stretched to assure the plantations run well and prosperous. His family and especially the men, were very controlling and somewhat promiscuous. Being heavy drinkers of the liquor, they have allowed the alcohol to take over their lives and this has caused for uncontrolled abuse towards his wife. During the time of running the plantations, his wife becomes close to one of the slave girls and allows the slave girl to assist with setting up parties and events. Being involved with the various assignments, has brought the wife close to the slave girl. The slave girl is with child and the misses finds it in her heart to become close to the girl. The slave girl sees a lot of the inner action with the mister and becomes close as well. Later the misses become tired of the abuse and seeks help to stop it. With all that she has experience, she has seen it all."
Poems Without Words,"A collection of short films that needed the digital age to be restored and released. Designed to delight and amuse world wide, they have no dialog, little voice over but held together by a lack of words and having once been abandoned."
Rabu-ho nikuyoku mikkai: Yurete yusaburu 5-bu mae,
The Curse of SS Ourang Medan,"A distress signal from the SS Ourang Medan in 1947 Indonesia triggers terror, sparking conspiracy theories of military experiments, paranormal attacks, and ancient sea creatures."
Evil Orders,
The Dichotomy of Hattie Mc Daniel,"Actress Hattie McDaniel prepares for the 1940 Academy Awards as she is the first African American ever to be nominated for an Oscar. All the while, she deals with criticism from the N.A.A.C.P. and is conflicted about the character of Mammy that has brought her equal praise and equal scorn."
Month to Month,"Broke and reeling from a recent breakup, an aimless young man wanders around the streets of Los Angeles in search of his stolen car."
I Got the Juice,"After getting fired on his day off, Jackson and his friends must corner the market on the hottest juice in the city to pay back the local bullies."
Swakaryam Sambhavabahulam,Revolve around a village which weaves the lives of different characters together through an event.
Tratamos demasiado bien a las mujeres,A group of Maquis on the run had the idea of taking over where Remedios was trying on her wedding dress. She will show how far she can go to defend her values.
Smrst,"A forensic psychologist solves a mysterious case and a marital crisis at the same time. Can he resist the dark forces that tempt him to uncover the secrets of the case, or will he fall victim to them?"
The First Women,The documentary presents a group of women who are close to the 60s and share a common past: they were the base of the first women's soccer team in Brazil.
Helen Razor,"Helen and her stepfather Dirk move from Germany to Eastbourne. To please Dirk, Helen goes on a murderous rampage, killing 14 people within 3 days, taking extreme measures to satisfy him."
The Dakota War: Attack on Fort Ridgely,"Starving on a federal reservation, Dakota Indians attack settlers and soldiers in 1862 in Minnesota."
Això no va de futbol,
Deal,
Nyersanyag,"It is a satirical social drama centered on a film team who travel from Budapest to the countryside to conduct a community-building workshop for young people in a village. During their visit, they reveal hidden truths around a famous cucumber farm. The production of this explosively successful and revealing documentary unintentionally creates divisions among once innocent villagers."
"Till Then, Hanna!","Gani who believes that true love only comes once in a lifetime. On the other hand, Gani has kept his feelings for Hanna for years."
